datetime,title,house_type,price,acreage,district,city,bedrooms,wc,house_direction,balcony_direction,description
2023-05-19 11:04:45,"Nhà mới đẹp MTĐ 2 tầng BTCT, HXH, 55m2, Linh Xuân Thủ Đức chỉ nhỉnh 2 tỷ",Nhà mặt phố,23.5,52,Thủ Đức,TP Hồ Chí Minh,,,,,"Nhà mới đẹp MTĐ 2 tầng BTCT, HXH, 55m2, Linh Xuân Thủ Đức chỉ nhỉnh 2 tỷ
+ Nhà 1 trệt, 1 lầu, 2 phòng ngủ rộng, 2 WC, Phòng khách, bếp, có sân để xe, đường trước nhà 4m xe hơi chạy vô đỗ ngay cửa.
+ Nhà mới đẹp mua về chỉ việc xách vali vào ở ngay, khu dân cư đông đúc an ninh, hàng xóm thân thiện 
+ Giao thông rất thuận tiện, cách quốc lộ 1k 500m thẳng trục về sân bay Tân Sơn Nhất 8 km,  
+ Tiện ích xung quanh  chwoj, trường học, bách hoa xanh, đầy đủ không thiếu thứ gì.
+ Giá chỉ 2 tỷ xx( x nhỏ) -  Pháp lý rõ ràng , công chứng ngay 
Lh Mr Ảnh 0905238089 Nhà ngon giá rẻ Thủ Đức"
2023-05-19 11:10:06,Hxh Điện Biên Phủ 4x14 6.2 tỷ P 17 Bình Thạnh,Nhà riêng,6.2,56,Bình Thạnh,TP Hồ Chí Minh,3,3,,,"4 lầu Hxh Điện Biên Phủ 4x14 6.2 tỷ P 17 Bình Thạnh

+ Trệt lửng 2 lầu sân thượng, 3 phòng ngủ 3wc chắc chắn
+ Sổ hồng riêng vuông vức, hoàn công đủ
+ An ninh, dân trí cao, ngay hàng xanh, Quận 1, tiện ích như Đakao sầm uất"
2023-05-19 11:23:12,"TRƯỜNG TRINH TÂN BÌNH 1 CĂN NHÀ RA HẺM XE HƠI, 50M RA ĐƯỜNG LỚN TRƯỜNG CHINH, CHỈ 2TỶ",Nhà riêng,2.0,30,Tân Bình,TP Hồ Chí Minh,,,,,"Mô tả: 
+ Nhà 2 tầng đang cho thuê 5 triệu/tháng vừa lấy lại để dễ dẫn khách.  
+ Vị trí đẹp cách 1 căn ra hẻm xe hơi, 50m ra Trường Chinh sầm uất. 
+ Chỉ cần vôi ve lại xíu là ngon lành cành đào với giá mini  2 tỷ khó tìm căn thứ 2.
+ Tiện ích xung quanh không thiếu gì như gần Big C, Khu công nghiệp Tân Bình, Chợ Phạm Văn Bạch, TTTM, Trường học Trường Chinh...vv 
+ Trường Chinh là tuyến đường chính vào Trung tâm Sài Gòn, vị trí đẹp thuận tiện ra sân bay 5 phút, về Gò Vấp cũng tiện. 
+ Giấy tờ pháp lý sạch sẽ công chứng nhanh.
Cần thêm thông tin liên hệ: 0354095924"
2023-05-19 11:23:51,Hxh Nguyễn Văn Nghi 4x14 5.6 Tỷ P5 Gò Vấp,Nhà riêng,5.6,56,Gò Vấp,TP Hồ Chí Minh,3,2,,,"Hxh Nguyễn Văn Nghi 4x14 5.6 Tỷ P5 Gò Vấp 

_ 1 Trệt 1 Lầu BTCT. 3 Phòng ngủ 2wc, kiên cố
_ Sổ hồng vuông đẹp, hoàn công đủ. 
_ Hxh ngay mặt tiền ĐH Công Nghiệp, chợ Gò Vấp, Phạm Văn Đồng, Phan Văn Trị"
2023-05-19 11:52:23,"Bán nhà HXT gần trường học, mặt tiền đường QL, PVĐ 55m2, shr, chi 2 tỷ hơn",Nhà mặt phố,21.02,55,Thủ Đức,TP Hồ Chí Minh,,,,,"Bán nhà HXT gần trường học, mặt tiền đường QL, PVĐ 55m2, shr, chi 2 tỷ hơn
+ Nhà còn mơi vào ở ngay 2pn, 2wc, phòng khách, phòng bếp
+ Đường trước nhà 6m xe tải đỗ cửa, hẻm sạch sẽ thông thoáng ra đường số 6, số 10
+ 100m ra chợ Xuân Hiệp, bách hoa xanh, trường học, thẳng trục ra QL về trung tâm TP
+ Pháp lý chuẩn, sổ vuông vức, không quy hoạch
+ 5 x10.5 diện tích nhỏ đầy đủ công năng . Chỉ vơi 2 tỷ 102 
Gọi ngay Mr Ảnh để được hỗ trợ xem nhà miễn phí"
2023-05-19 11:55:51,"Siêu phẩm nhà, hẻm xe tải, Quốc lộ 1 A, Bình Hưng Hòa B, Bình Tân",Nhà mặt phố,4.4,47,Bình Tân,TP Hồ Chí Minh,4,3,,,"Siêu phẩm nhà, hẻm xe tải, Quốc lộ 1 A, Bình Hưng Hòa B, Bình Tân
- Diện tích 47m2 kết cấu 1 trệt 3 lầu BTCT
- Hẻm 5m xe hơi đậu trong nhà
- Khu dân trí, an ninh yên tĩnh, xung quanh trường Mầm Non, Tiểu học, THCS,trướng Cao Đẳng, ngân hàng, BHX, trạm xăng, chợ Ông Mười... Chỉ 2 phút qua Tân Ký Tân Quý, di chuyển rất thuận tiện.
- Sổ đẹp vuông vức, hoàn công đủ.
- Giá bán chỉ 4,4 tỷ
Đánh giá: siêu phẩm.
Vui lòng liên hệ thạc sĩ Kiệt chuyên nhà phố gấp để xem nhà, sdt 0907451088"
2023-05-19 11:55:51,"Siêu phẩm nhà, hẻm xe tải, Quốc lộ 1 A, Bình Hưng Hòa B, Bình Tân",Nhà mặt phố,4.4,47,Bình Tân,TP Hồ Chí Minh,4,3,,,"Siêu phẩm nhà, hẻm xe tải, Quốc lộ 1 A, Bình Hưng Hòa B, Bình Tân
- Diện tích 47m2 kết cấu 1 trệt 3 lầu BTCT
- Hẻm 5m xe hơi đậu trong nhà
- Khu dân trí, an ninh yên tĩnh, xung quanh trường Mầm Non, Tiểu học, THCS,trướng Cao Đẳng, ngân hàng, BHX, trạm xăng, chợ Ông Mười... Chỉ 2 phút qua Tân Ký Tân Quý, di chuyển rất thuận tiện.
- Sổ đẹp vuông vức, hoàn công đủ.
- Giá bán chỉ 4,4 tỷ
Đánh giá: siêu phẩm.
Vui lòng liên hệ thạc sĩ Kiệt chuyên nhà phố gấp để xem nhà, sdt 0907451088"
2023-05-19 12:35:54,"Bán Nhà Quận  Thanh Xuân- Oto Chánh- Oto vào nhà- 41m x4 tầng MT 3,8m. 6,x tỷ",Nhà riêng,6.9,41,Thanh Xuân,Hà Nội,4,3,,,"+ Cần bán căn nhà Thuộc Quận Thanh Xuân- di chuyển chỉ mất 2 phút sang ngã tư sở. Royal City. nhà đẹp mới sãn về ở, oto cất trong nhà, đường trước nhà 2 oto chánh nhau phi vù vù. nhà xây dựng khung cột chắc chắn thoáng mát. khu phân lô dân trí văn minh ôn hòa. an ninh đỉnh cao
+ Con Phố Thông sang Nguyễn Trãi, Trường Chinh, Hoàng Văn Thái, Lê Trọng Tấn, Tôn Thất Tùng....
+ Gần nhiều Trường ĐH nổi tiếng như : ĐH Thủy Lợi, ĐH Công Đoàn, Trường Đại Học Khoa Học Tự Nhiên, Đại Học Quốc Gia Hà Nội, Cao Đẳng Ngoại Thương, Cao Đẳng Công Thương Hà Nội
+ Sổ đỏ chính chủ sẵn sàng giao dịch.
+ Giá 6.x tỷ (có thương lượng).
Liên hệ Em Vũ 0333040265 để xem nhà miễn phí, làm việc chính chủ, miễn trung gian."
2023-05-19 13:12:25,Giảm 700 triệu. Nhà mới Phú Thọ Hoà. Tân Phú. 4 tầng BTCT. Nhỉnh 4 tỷ.,Nhà riêng,4.5,44,Tân Phú,TP Hồ Chí Minh,4,,,,"+ Nhà ngay Phú Thọ Hoà con đường tơ lụa chuyên vải, thông ra Vườn Lài, Lũy Bán Bích, tiện đi Quận Tân Bình, 10, 11, các quận Trung tâm.
+ Nhà 44m2, 1 trệt 2 lầu, Sân thượng trước sau, 4 PN, PK, bếp phù hợp gia đình đông người. Nhà chủ mới xây để ở được 2 năm rất tâm huyết.
+ Xe hơi vô tới nhà, xe ba gác quay đầu. 
+ Chủ thiện chí bán. Giá đã giảm 700 triệu."
2023-05-19 13:29:24,"Gấp Bán giảm 800 Triệu, nhà Nguyễn Thị Thập Quận 7, 81m2 ngang 4m, chỉ 70Tr/m2, còn thương lượng giá rất tốt",Nhà mặt phố,5.7,81,Quận 7,TP Hồ Chí Minh,,,,,"NHÀ QUẬN 7 - 81 M2 CHỈ 5.7 TỶ - QUA PHÚ MỸ HƯNG 2 PHÚT - QUẬN 1 CHỈ 5 PHÚT - HẺM TRƯỚC NHÀ HƠN 4M - KHU VỰC BUÔN BÁN KD PHÒNG TRỌ ĐỈNH.

+ Nhà C4, 2PN, WC, bếp và Phòng khách. Tiện xây mới. 

+ Vị trí: khu vực kinh doanh sầm uất Nguyễn Thị Thập, khu cho thuê phòng trọ luôn full phòng, sát Chợ Tân Mỹ,  gần Ngân hàng, gần UBND, BIG C, Lottle Mart, Trường cấp 1, 2, 3.

+ Pháp lý chuẩn, không quy hoạch, công chứng mua bán ngay.

Liên hệ: Nhà đất - Trúc xinh 0938.966.136"
2023-05-19 14:24:55,Giảm 700 triệu. Nhà mới Phú Thọ Hoà. Tân Phú. 4 tầng BTCT. Nhỉnh 4 tỷ.,Nhà riêng,4.5,44,Tân Phú,TP Hồ Chí Minh,4,,,,"+ Nhà ngay Phú Thọ Hoà con đường tơ lụa chuyên vải, thông ra Vườn Lài, Lũy Bán Bích, tiện đi Quận Tân Bình, 10, 11, các quận Trung tâm.
+ Nhà 44m2, 1 trệt 2 lầu, Sân thượng trước sau, 4 PN, PK, bếp phù hợp gia đình đông người. Nhà chủ mới xây để ở được 2 năm rất tâm huyết.
+ Xe hơi vô tới nhà, xe ba gác quay đầu. 
+ Chủ thiện chí bán. Giá đã giảm 700 triệu."
2023-05-19 14:31:28,"Cần tiền bán nhà đắc địa Nam Kì Khởi Nghĩa, P6, Q3, DT 5 x 20m, trệt 5 lầu. Giá 32 tỷ",Nhà mặt phố,32.0,80,Quận 3,TP Hồ Chí Minh,,,,,"- Bán nhà vị trí đắc địa Nam Kì Khởi Nghĩa, Phường 6, Quận 3.
- Diện tích: 5m x 20m.
- Công nhận: 70m².
- Kết cấu: Trệt 5 lầu.
- Vị trí siêu đắc địa, nằm trên tuyến đường thương hiệu bậc nhất kết nối Q1, Q10, Q. 3, Đoạn đẹp nhất 2 chiều xe hơi, khu vực tập trung nhiều tòa nhà văn phòng, ngân hàng, spa cùng các thương hiệu thời trang.
- Khuôn đất vuông vức ko lộ giới, ko lỗi phong thủy, 3 mặt tiền.
- Pháp lý sạch, sổ hồng công chứng trong ngày.
- Giá chỉ: 32 tỷ.
- LH: 0948 679 191 Mr Linh chuyên bất động sản trung tâm."
2023-05-19 14:53:34,"Bán nhà phố Kim Ngưu, Hai Bà Trưng 50m, 4 tầng. Giá: 4.35 tỷ",Nhà riêng,4.35,50,Hai Bà Trưng,Hà Nội,4,,,,"""Bán nhà phố Kim Ngưu, Hai Bà Trưng 50m, 4 tầng. Giá: 4.35 tỷ
Bán nhà ngõ 203 Kim ngưu, nhà vị trí đẹp, ngõ thông thoáng, đi lại thuận tiện
Nhà 4 tầng chắc chắn, đầy đủ tiện nghi, về ở ngay
Thiết kế : 4 tầng, cầu thang giữa
Tầng 1: để xe, phòng kháh , bếp, vs
Tầng2,3: tổng 4 ngủ , vs 
Tầng 4: phòng thờ, sân phơi 
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 4.35 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-19 14:53:34,"Bán nhà phố Kim Ngưu, Hai Bà Trưng 50m, 4 tầng. Giá: 4.35 tỷ",Nhà riêng,4.35,50,Hai Bà Trưng,Hà Nội,4,,,,"""Bán nhà phố Kim Ngưu, Hai Bà Trưng 50m, 4 tầng. Giá: 4.35 tỷ
Bán nhà ngõ 203 Kim ngưu, nhà vị trí đẹp, ngõ thông thoáng, đi lại thuận tiện
Nhà 4 tầng chắc chắn, đầy đủ tiện nghi, về ở ngay
Thiết kế : 4 tầng, cầu thang giữa
Tầng 1: để xe, phòng kháh , bếp, vs
Tầng2,3: tổng 4 ngủ , vs 
Tầng 4: phòng thờ, sân phơi 
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 4.35 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-19 14:55:42,"NHÀ CUỐI ĐƯỜNG ĐỒNG KHỞI, MỚI XÂY GIÁ RẺ CHỈ 1TY080TR",Nhà riêng,1.08,120,Vĩnh Cửu,Đồng Nai,,,,,"Bán căn nhà tặng tất cả nội thất ngay Đường Đồng Khởi,Các BIG C Tân Phong 5km ,Thổ cư 100% ( Công Chứng Trong Ngày)
• Tặng Nội Thất Có Sẵn Cho Anh Chị Mua Nhà gồm : Bộ Bàn Ghế, Máy Lạnh, Bàn ăn, Quạt treo tường... 
•Diện tích sử dụng 120m2, đường oto
• Nhà Vừa Xây Gồm : 3 Phòng Ngủ, 2Toilet, Phòng Thờ, Phòng Khách, Bếp, Sân 
• Nhà Gần Trường Học Cấp 1 , Cấp 2, Cấp 3, Cách Chợ,  Uỷ Ban , Công An chỉ 500 mét
• Tôi Bán Giá : 1ty080trieu ( Tặng full nội thất )
Liên hệ em Quý làm việc chính chủ"
2023-05-19 14:58:56,"BÁN NHÀ 1TRỆT 1 LẦU,3PHÒNG NGỦ,SỔ THỔ CƯ GIÁ 1TỶ080",Nhà riêng,1.08,126,Biên Hòa,Đồng Nai,4,2,,,"????????Bán Nhà 1 trệt 1 lầu cuối đường Đồng Khởi, Gần Công ty Giày CHANGSHIN
????????Giá 1tỷ080triệu  thương lượng 
☀️Diện tích Sàn 126m2 
☀️Nhà xây dựng 3 phòng ngủ, 1 Phòng Thờ, 2TOILET, Bếp  , Phòng Khách
☀️ Đường trước nhà 5 mét, Xe oto đi thoải mái 
☀️100% đất thổ cư
☎️ACE liên hệe Tài 0961 124 875  để xem nhà ạ"
2023-05-19 14:59:34,"Bán nhà phố Phan Phù Tiên, Đống Đa 42m, 2 tầng. Giá: 3.85 tỷ",Nhà riêng,3.85,42,Đống Đa,Hà Nội,2,,,,"""Bán nhà phố Phan Phù Tiên, Đống Đa 42m, 2 tầng. Giá: 3.85 tỷ
Nhà vị trí đẹp, ngõ thông thoáng, đi lại thuận tiện
Nhà 2 tầng cũ, chủ xác định bán đất tặng nhà, chủ mới về ở luôn hặc xây nhà 5 tầng
Nhà thuộc trung tâm Đống Đa, tiện ích đầy đủ không thiếu thứ gì
Sổ đỏ chính chủ, sẵn sàng giao dịch
Giá: 3.85 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-19 15:04:00,"""Bán nhà phố Hoàng Văn Thái, Thanh Xuân 45m, 4 tầng. Giá: 4.6 tỷ",Nhà riêng,4.6,45,Thanh Xuân,Hà Nội,4,,,,"""Bán nhà phố Hoàng Văn Thái, Thanh Xuân 45m, 4 tầng. Giá: 4.6 tỷ
Bán nhà phố Hoàng văn Thái, nhà 4 tầng, đầy đủ tiện nghi, chủ mới về ở ngay
Đường trước nhà xe ba gác chạy, cách đường ô tô tránh 30m.
Ngõ thông thoáng nhiều ngả, đi lại thuận tiện
Sổ đỏ chính chủ, pháp lý chuẩn, sẵn sàng giao dịch
Giá: 4.6 tỷ, có thương lượng
Liên hệ trực tiếp hoặc zalo: 0937.158.386"
2023-05-18 16:32:28,"Ni Sư Huỳnh Liên, P10 Tân Bình, 21m2, 3 tầng, giá nhỉnh 2 tỷ.",Nhà riêng,2.8,21,Tân Bình,TP Hồ Chí Minh,,,,,"Ni Sư Huỳnh Liên, P10 Tân Bình, 21m2, 3 tầng, giá nhỉnh 2 tỷ.
* Diện tích: 3 x 7.
* Nhà 1 trệt 2 lầu với 2 phòng rộng.
* Đường trước nhà 4m, trải nhựa đẹp.
* Nhà chính chủ trên 20 năm.
* Nhà đang gấp bán. Khách thích giá chốt rất tốt!
Giá 2.8 tỷ thương lượng.
Liên hệ Oanh 0931296366 (zalo) để xem nhà chính chủ miễn phí."
2023-05-18 16:05:06,BIỆT THỰ 5 TẦNG TRẦN THANH MẠI-CẠNH KĐT AN ĐÔNG VILLAS,Nhà riêng,39.7,55,Huế,Thừa Thiên Huế,4,4,Đông-Nam,Đông-Nam,"BIỆT THỰ 5 TẦNG TRẦN THANH MẠI-CẠNH KĐT AN ĐÔNG VILLAS ✨✨ 
???????????? THÔNG TIN SẢN PHẨM: 
- Diện tích: 55,8m2 = 5m x 11,4m 
- Sổ hồng đã gắn tài sản 
- Hướng: Đông Bắc 
- Nhà vị trí trung tâm thiết kế đầy đủ công năng sử dụng. Full nội thất cao cấp cực tốt 
- Đường ô tô tận nơi có thể thông ra đường lớn không cần quay đầu 
- Tiện ích đầy đủ như gần trường học, bến xe phía Nam, quán ăn...Bán kính cách Vincom chỉ 2p đi 
???? GIÁ: 3 tỷ 9x 
☎️ HOTLINE/ZALO gặp em Hoàng để xem nhà và hỗ trợ đến khi vào ở"
2023-05-18 11:27:12,"Bán nhà 1T1L khu Lavender 72m2 (Xã Thạnh Phú) chỉ 1,650 tỉ",Nhà riêng,1.65,72,Vĩnh Cửu,Đồng Nai,2,2,,,"???????? Bán nhà 1 Trệt 1 Lửng khu Lavender 72m2 SHR thổ cư đường ô tô (Xã Thạnh Phú)
+ Toạ lạc tại vị trí đắc địa khu Lavender,cách đường DT 768 khoảng 
+ Diện tích: 4x18m (72m2)
+ Sổ hồng riêng thổ cư 
+ Nhà 1 Trệt 1 Lửng xây dựng kiên cố chắc chắn gồm: 1 phòng khách,2 phòng ngủ,2 tolet,nhà bếp. Đường hai ô tô né nhau chạy vi vu"
2023-05-18 11:45:34,"Bàu Cát, Đồng Đen Tân Bình, ngang hơn 4m, 3 tầng giá nhỉnh 5tỷ.",Nhà riêng,5.9,41,Tân Bình,TP Hồ Chí Minh,,,,,"Bàu Cát, Đồng Đen Tân Bình, ngang hơn 4m, 3 tầng giá nhỉnh 5tỷ.
* Diện tích: 4.1 x 10m.
* Nhà 1 trệt, 2 lầu, 4 phòng ngủ, khách, bếp,
* Khu vực sầm uất, xung quanh nhiều quán café, quán ăn ngon.
Giá 5.9 tỷ thương lượng.
Liên  hệ Oanh để xem nhà chính chủ miễn phí."
2023-05-18 11:49:47,"Bán nhà Thanh Liệt 1 bước ra ô tô tránh, 40m2, 3,95 tỷ",Nhà riêng,120.0,40,Thanh Trì,Hà Nội,,,,,"+ Bán nhà Thanh Liệt, Hà Nội. Gần KĐT Linh Đàm, KĐT Chu Văn An, trường học, Uỷ ban…. 
+ Nhà 4 tầng, 40m2. Ngõ thoáng, ô tô đỗ cửa khi cần 
+ Chủ nhà làm ăn tốt, có lộc muốn bán đổi nhà lớn hơn
+ Sổ đỏ chính chủ, pháp lý chuẩn, cất két sẵn sàng giao dịch.
+ Cam kết: Không thu bất cứ loại phí gì kể cả giao dịch thành công.
+ Giá: 3.95 tỷ (có thương lượng với khách thiện chí).
+ Miễn tiếp trung gian và môi giới.
+ Liên hệ xem nhà ngay 0869.792.855"
2023-05-18 13:51:09,Bán nhà 4 tầng 110m2 mặt tiền đường 475 Phước Long B Thủ Đức giá 5.9 tỷ,Nhà riêng,5.9,110,Quận 9,TP Hồ Chí Minh,,,,,"Bán nhà 4 tầng 110m2 mặt tiền đường 475 Phước Long B Thủ Đức giá 5.9 tỷ
+ Vị trí mặt tiền trục đường Đỗ Xuân Hợp Phước Long B Quận 9  
+ Diện tích 110m2 xây 4 tầng 5 phòng đang kinh doanh cho thuê 30 triệu/ tháng 
+ Sổ riêng, hoàn công nhận đủ 
+ Giá cũ 7.5 tỷ chủ đang ngộp giảm còn 5.9 tỷ 
√ Kêu Nhà Phố 
√ Hotline: 0985 012 206
√ Hỗ trợ xem nhà trực tiếp làm việc chính chủ"
2023-05-18 13:51:09,Bán nhà 4 tầng 110m2 mặt tiền đường 475 Phước Long B Thủ Đức giá 5.9 tỷ,Nhà riêng,5.9,110,Quận 9,TP Hồ Chí Minh,,,,,"Bán nhà 4 tầng 110m2 mặt tiền đường 475 Phước Long B Thủ Đức giá 5.9 tỷ
+ Vị trí mặt tiền trục đường Đỗ Xuân Hợp Phước Long B Quận 9  
+ Diện tích 110m2 xây 4 tầng 5 phòng đang kinh doanh cho thuê 30 triệu/ tháng 
+ Sổ riêng, hoàn công nhận đủ 
+ Giá cũ 7.5 tỷ chủ đang ngộp giảm còn 5.9 tỷ 
√ Kêu Nhà Phố 
√ Hotline: 0985 012 206
√ Hỗ trợ xem nhà trực tiếp làm việc chính chủ"
2023-05-18 13:52:13,"Bán Nhà Quận Thanh Xuân. Thang máy. oto vào nhà. 48m x6 tầng, mt 4,1m giá 8,x tỷ",Nhà riêng,8.8,48,Thanh Xuân,Hà Nội,4,5,,,"+ căn nhà thuộc Phố Lê Trọng Tấn - Quận Thanh Xuân, di chuyển mất 2 phút qua Royal City, Ngã Tư sở, nhà xây dựng khung cột chắc chắn. mới koong. Thang Máy Vù Vù, trước nhà oto chánh, oto cất trong nhà, hàng xóm thân thiện, toàn các  cán bộ nhà nước...
+ Con Phố Thông sang Trường Chinh, Tôn Thất Tùng, Tây Sơn, Hoàng Văn Thái, Tô Vĩnh Diện, Nguyễn Ngọc Nại.
+ Gần nhiều Trường ĐH nổi tiếng như : ĐH Thủy Lợi, ĐH Công Đoàn, Trường Đại Học Khoa Học Tự Nhiên, Đại Học Quốc Gia Hà Nội, Cao Đẳng Ngoại Thương, Cao Đẳng Công Thương Hà Nội. ĐH Bách- Kinh- Xây
+ Sổ đỏ chính chủ sẵn sàng giao dịch.
+ Giá 8.x tỷ (có thương lượng).
Liên hệ Em Vũ 0333040265 để xem nhà miễn phí, làm việc chính chủ, miễn trung gian."
2023-05-18 13:56:01,Hóc Môn Nhà Bán Không Thể Rẻ Hơn 60m2 Giá Chỉ 580 Triệu Sổ Hồng Riêng,Nhà mặt phố,0.58,60,Hóc Môn,TP Hồ Chí Minh,2,2,,,"Nhà Bán Không Thể Rẻ Hơn 60m2 Giá Chỉ 580 Triệu Sổ Hồng Riêng

+Nhà 4x15= 60m2, xây 1 trệt 1 lầu, mới đẹp hiện đại.
• Tầng Trệt: Phòng khách, bếp, vệ sinh.
•Lầu 1: 2 phòng ngủ rộng, vệ sinh, ban công
+ Nhà thoáng sáng.

Bán nhà Nguyễn Văn Bứa, nhà mới cứng.
+ Nhà đẹp hiện đại, cực kì gần ô tô, dân trí cao, thửa đất vuông, tầm tiền cực hiếm nhà bán khu này.

????Tiện ích: chợ, trường học các cấp, UBND-CA, bệnh viện, ngân hàng, cửa hàng tiện lợi, quán coffe, shop, ...

+ Đường 5m rộng rãi ôtô vào tận nơi.
+ Gia chủ xây dựng và thiết kế mục đích chính để ở và an sinh lâu dài, thiết kế tinh tế ngôi nhà là tổ ấm trong mơ, công năng hoàn hảo.
Liên hệ em xem nhà miễn phí"
2023-05-18 14:17:50,Nhà mới. Lý Thánh Tông. Tân Phú. 48m2. Nhỉnh 2 Tỷ.,Nhà riêng,2.95,48,Tân Phú,TP Hồ Chí Minh,2,2,,,"+ Nhà mới vào ở liền. Kết cấu 2 tầng, có giếng trời thoáng mát. 2PN, 2WC.
+ Nhà ngang 4.15m, chủ xây vuông vức 3m ở trước để làm sân đậu xe. Dài 12.6m.
+ Không quy hoạch, không lộ giới.
+ Chung vách với nhà mình là hồ bơi rất đẹp, tạo không gian thoáng mát.
+ Pháp lý chuẩn, công chứng nhanh."
2023-05-18 14:23:00,"Bán nhà đẹp Himlam, Hùng Vương, Hồng Bàng, Hải Phòng trục số 3 cực đẹp kinh doanh tốt LH 0796-336-866",Nhà riêng,3.5,48,Hồng Bàng,Hải Phòng,4,3,Đông-Nam,Đông-Nam,"???? Bán nhà đẹp Him Lam, Hùng Vương, Hồng Bàng trục đường số 3 buôn bán cực ngon????????????
Địa chỉ: Himlam, Hùng Vương, Hồng Bàng, Hải Phòng
???? Mrs Tâm: 0796-336-866

???? Thông số:
- Diện tích: 48m2.
- Ngang: 4,2m.
- Hướng: ĐN
-  Đường: 12m

???? Pháp lý rõ ràng

???? Giá: 3,X tỷ( TT)

???? Nhà mặt đường số 3 vị trí đẹp, hướng ĐN hiếm, vỉa hè 3m.

???? Vị trí kinh doanh cực tốt.

???? Cấu trúc: 
   + Tầng 1: phòng khách, bếp, wc
   + Tầng 2: 2 phòng ngủ, wc
   + Tầng 3: 2 phòng ngủ, wc
   + Tầng 4: phòng thờ, sân phơi

???? Nhà nằm trong khu phân lô đồng bộ, cơ sở hạ tầng đẹp.

???? An toàn mùa mưa bão không loi ngập lụt, chập điện vì toàn bộ là hệ thống điện chạy ngầm.

???? Thông tin chi tiết Lh Mrs Tâm: 0796-336-866 Công Ty Bán Nhà Hải Phòng."
